points : A
(-0.153355, -0.849189, -0.505332)1.5(0,0.7,0)
(0.662156, -0.451941, -0.597745)1.5(1.,0,0)
(-0.528521, 0.608502, -0.591938)1.5(1.,0,0)
(-0.693411, -0.675609, -0.250465)1.5(1.,0,0)
(0.959564, -0.234621, -0.155531)1.5(1.,0,0)
(0.796308, 0.601799, 0.0610868)1.5(0,0.7,0)
(0.842304, 0.476513, -0.251913)1.5(0,0.7,0)
(-0.436558, -0.89848, 0.0463858)1.5(0,0.7,0)
(0.853212, -0.190051, -0.485705)1.5(0,0.7,0)
(0.269032, -0.769958, 0.578608)1.5(0,0.7,0)
(0.747647, -0.1083, 0.655206)1.5(1.,0,0)
(-0.736588, 0.659091, 0.151779)1.5(1.,0,0)
(0.616251, 0.165129, -0.770043)1.5(0,0.7,0)
(-0.47865, -0.201671, -0.854531)1.5(0,0.7,0)
(-0.180478, -0.918564, 0.351663)1.5(0,0.7,0)
(0.553084, -0.677766, 0.484492)1.5(1.,0,0)
(0.41224, 0.487073, 0.769947)1.5(1.,0,0)
(0.07465, 0.459806, -0.884876)1.5(0,0.7,0)
(0.466549, 0.561069, 0.683764)1.5(1.,0,0)
(-0.764025, 0.600684, 0.235465)1.5(0,0.7,0)
(0.443204, -0.889453, 0.111546)1.5(0,0.7,0)
(0.670735, -0.660727, -0.336979)1.5(1.,0,0)
(-0.581437, 0.789477, 0.196613)1.5(0,0.7,0)
(-0.424785, 0.863829, -0.270845)1.5(0,0.7,0)
(0.400961, -0.579914, -0.709175)1.5(0,0.7,0)
(-0.541463, 0.0447424, 0.839533)1.5(0,0.7,0)
(-0.695298, 0.71131, -0.102948)1.5(1.,0,0)
(-0.696334, 0.467824, -0.544298)1.5(1.,0,0)
(0.716528, 0.416678, 0.559435)1.5(0,0.7,0)
(-0.50229, -0.0753052, -0.861414)1.5(0,0.7,0)
(0.533314, -0.821255, -0.202773)1.5(0,0.7,0)
(-0.269462, 0.702838, -0.658338)1.5(1.,0,0)
(-0.526562, -0.659961, -0.535896)1.5(1.,0,0)
(-0.651276, 0.226155, 0.724357)1.5(1.,0,0)
(0.728147, -0.504705, 0.463762)1.5(1.,0,0)
(0.31527, 0.339529, 0.886186)1.5(1.,0,0)
(-0.0980362, 0.927263, 0.361347)1.5(0,0.7,0)
(-0.915909, 0.357567, 0.182365)1.5(0,0.7,0)
(-0.172609, 0.980885, 0.0898348)1.5(1.,0,0)
(0.30267, 0.140431, -0.942693)1.5(0,0.7,0)
(-0.207021, -0.300829, -0.930937)1.5(1.,0,0)
(0.489417, -0.503076, -0.71231)1.5(1.,0,0)
(-0.244496, 0.200637, -0.948666)1.5(1.,0,0)
(-0.629516, -0.71651, 0.300539)1.5(1.,0,0)
(-0.200454, 0.457769, 0.866179)1.5(0,0.7,0)
(-0.267433, 0.840395, -0.471397)1.5(0,0.7,0)
(0.730073, 0.200529, -0.653286)1.5(1.,0,0)
(0.75423, 0.630962, -0.181727)1.5(0,0.7,0)
(0.694077, -0.448081, 0.563453)1.5(0,0.7,0)
(0.469785, -0.365602, 0.803516)1.5(0,0.7,0)
(0.385679, -0.833028, -0.39663)1.5(1.,0,0)
(-0.508586, -0.195894, 0.838431)1.5(0,0.7,0)
(0.417704, 0.45397, 0.787042)1.5(1.,0,0)
(-0.247479, -0.238538, 0.939071)1.5(1.,0,0)
(-0.822619, -0.480927, 0.303326)1.5(0,0.7,0)
(-0.396724, 0.633097, 0.664679)1.5(1.,0,0)
(0.479231, 0.485418, -0.731236)1.5(1.,0,0)
(-0.718432, -0.544903, 0.432361)1.5(0,0.7,0)
(0.951226, -0.305778, 0.040848)1.5(0,0.7,0)
(-0.612475, 0.638841, -0.465571)1.5(1.,0,0)
(0.107186, 0.924061, -0.36691)1.5(0,0.7,0)
(0.304506, -0.664653, -0.682284)1.5(1.,0,0)
(-0.651543, -0.725226, -0.222571)1.5(1.,0,0)
(-0.427047, 0.437053, -0.79159)1.5(1.,0,0)
(-0.219878, -0.903665, 0.367484)1.5(0,0.7,0)
(0.531632, -0.7121, 0.458564)1.5(1.,0,0)
(0.583556, 0.781178, 0.221864)1.5(0,0.7,0)
(-0.663754, 0.0749607, -0.744186)1.5(1.,0,0)
(0.70952, -0.0537712, 0.702631)1.5(1.,0,0)
(0.780412, 0.106037, 0.616208)1.5(0,0.7,0)
(0.750861, -0.498058, -0.433758)1.5(1.,0,0)
(-0.704835, 0.485161, -0.517519)1.5(1.,0,0)
(-0.789176, -0.34042, 0.511191)1.5(0,0.7,0)
(-0.849266, -0.526019, -0.045296)1.5(0,0.7,0)
(-0.992453, -0.121592, 0.0158894)1.5(0,0.7,0)
(0.357441, 0.872262, -0.333759)1.5(1.,0,0)
(-0.259264, 0.591462, 0.763515)1.5(0,0.7,0)
(0.181439, 0.731706, -0.657029)1.5(1.,0,0)
(0.16286, 0.94201, -0.293417)1.5(0,0.7,0)
(-0.348804, -0.388779, -0.852752)1.5(1.,0,0)
(0.222376, -0.21496, -0.950968)1.5(1.,0,0)
(-0.792684, -0.0748759, 0.605017)1.5(0,0.7,0)
(0.869976, -0.195405, 0.452723)1.5(0,0.7,0)
(0.223859, 0.61862, 0.753125)1.5(0,0.7,0)
(0.187975, 0.216243, -0.958073)1.5(1.,0,0)
(0.948231, -0.122249, 0.293111)1.5(0,0.7,0)
(0.266424, 0.206148, 0.941553)1.5(1.,0,0)
(0.318495, -0.288393, -0.90299)1.5(1.,0,0)
(-0.598766, -0.407698, -0.689392)1.5(1.,0,0)
(0.569208, -0.269365, 0.776817)1.5(0,0.7,0)
(-0.827646, 0.487279, 0.278497)1.5(0,0.7,0)
(0.777187, -0.625344, 0.0701717)1.5(0,0.7,0)
(0.595009, 0.414553, 0.688557)1.5(1.,0,0)
(-0.518038, 0.687348, 0.509105)1.5(1.,0,0)
(0.65469, 0.50367, 0.563646)1.5(1.,0,0)
(0.358121, -0.875157, 0.325345)1.5(1.,0,0)
(-0.567775, -0.602429, 0.560991)1.5(1.,0,0)
(0.591762, -0.675883, 0.439316)1.5(1.,0,0)
(-0.0367136, -0.806199, 0.590504)1.5(0,0.7,0)
(0.644236, -0.680532, -0.34905)1.5(1.,0,0)
(0.268132, -0.0988266, 0.9583)1.5(0,0.7,0)
(-0.492221, 0.363858, 0.790776)1.5(0,0.7,0)
(-0.894731, 0.272552, 0.353796)1.5(1.,0,0)
(-0.558923, -0.733915, -0.385972)1.5(0,0.7,0)
(0.457151, 0.877216, 0.146644)1.5(0,0.7,0)
(-0.315823, 0.685499, -0.656009)1.5(1.,0,0)
(0.3273, -0.635343, -0.699438)1.5(1.,0,0)
(0.668058, -0.309541, -0.676671)1.5(1.,0,0)
(0.426238, -0.551237, -0.717258)1.5(0,0.7,0)
(-0.920125, -0.283897, 0.269763)1.5(1.,0,0)
(-0.795389, -0.433504, -0.423593)1.5(1.,0,0)
(-0.894721, 0.0987612, 0.43557)1.5(0,0.7,0)
(-0.369133, 0.358911, 0.857277)1.5(1.,0,0)
(0.0783402, 0.154625, -0.984862)1.5(1.,0,0)
(-0.135149, -0.94773, -0.289037)1.5(0,0.7,0)
(0.66072, -0.0243909, -0.750236)1.5(1.,0,0)
(0.185611, 0.590572, 0.785349)1.5(0,0.7,0)
(0.666769, 0.64174, -0.378932)1.5(1.,0,0)
(0.786372, 0.312751, 0.532734)1.5(0,0.7,0)
(0.583813, 0.471859, 0.66069)1.5(1.,0,0)
(0.702967, 0.710217, 0.0378029)1.5(1.,0,0)
(-0.141481, -0.927802, -0.345206)1.5(0,0.7,0)
(0.690959, -0.154602, -0.706168)1.5(1.,0,0)
(-0.845195, 0.266625, 0.463202)1.5(0,0.7,0)
(-0.71563, -0.672829, -0.187549)1.5(1.,0,0)
(0.369188, 0.61758, -0.694475)1.5(1.,0,0)
(-0.599323, -0.757726, -0.258192)1.5(0,0.7,0)
(-0.693122, 0.688772, 0.212543)1.5(1.,0,0)
(-0.715054, 0.663474, 0.220229)1.5(1.,0,0)
(-0.124607, -0.873977, -0.469721)1.5(0,0.7,0)
(-0.318828, 0.454446, 0.831762)1.5(0,0.7,0)
(-0.699963, 0.478274, -0.530383)1.5(1.,0,0)
(0.266237, 0.0999409, 0.958713)1.5(0,0.7,0)
(-0.104545, -0.815207, -0.569655)1.5(0,0.7,0)
(0.87166, -0.486435, -0.0599146)1.5(0,0.7,0)
(0.169875, -0.6251, 0.761835)1.5(0,0.7,0)
(0.588091, -0.802561, -0.100219)1.5(0,0.7,0)
(0.348182, 0.820558, 0.453271)1.5(0,0.7,0)
(0.292976, 0.250685, 0.922671)1.5(1.,0,0)
(0.648845, -0.724826, 0.231576)1.5(1.,0,0)
(-0.693487, 0.159577, 0.702574)1.5(1.,0,0)
(-0.983073, 0.180973, -0.0285746)1.5(0,0.7,0)
(0.82056, 0.308254, 0.481312)1.5(0,0.7,0)
(0.376416, -0.165511, 0.911546)1.5(0,0.7,0)
(0.39491, 0.786359, -0.475065)1.5(1.,0,0)
(0.29468, 0.932732, 0.207787)1.5(1.,0,0)
(0.999591, 0.0132336, -0.025337)1.5(1.,0,0)
(-0.0852235, 0.659933, 0.746475)1.5(1.,0,0)
(-0.633812, -0.495819, -0.593671)1.5(1.,0,0)
(0.449132, 0.859579, 0.243729)1.5(0,0.7,0)
(-0.685993, 0.21141, -0.696218)1.5(1.,0,0)
(0.628695, 0.496248, -0.598733)1.5(1.,0,0)
(-0.577435, 0.653007, -0.490052)1.5(1.,0,0)
(0.178545, -0.795581, -0.578941)1.5(0,0.7,0)
(0.541317, -0.56606, -0.621733)1.5(1.,0,0)
(0.800093, -0.466065, -0.377669)1.5(1.,0,0)
(-0.592665, 0.380068, -0.710139)1.5(0,0.7,0)
(-0.00811248, 0.0252444, 0.999648)1.5(1.,0,0)
(-0.123704, -0.94402, -0.305816)1.5(0,0.7,0)
(-0.243153, -0.727724, 0.641322)1.5(1.,0,0)
(0.48863, 0.819221, 0.300197)1.5(0,0.7,0)
(0.540494, 0.0519738, 0.839741)1.5(0,0.7,0)
(0.459559, 0.885677, -0.0662003)1.5(0,0.7,0)
(-0.23701, -0.672204, 0.701404)1.5(1.,0,0)
(0.631963, -0.0889509, -0.769877)1.5(0,0.7,0)
(0.571964, 0.404658, -0.713519)1.5(0,0.7,0)
(-0.134477, 0.703804, -0.69755)1.5(1.,0,0)
(-0.572715, -0.493391, -0.654647)1.5(1.,0,0)
(0.222328, -0.931277, 0.288606)1.5(1.,0,0)
(0.258174, 0.613392, 0.746389)1.5(0,0.7,0)
(0.844623, 0.3449, -0.409459)1.5(1.,0,0)
(0.516395, -0.203665, 0.831779)1.5(0,0.7,0)
(0.524299, -0.568687, -0.633803)1.5(1.,0,0)
(-0.321684, -0.917699, 0.233126)1.5(1.,0,0)
(-0.481069, 0.727259, -0.489558)1.5(1.,0,0)
(-0.267031, -0.442525, -0.856076)1.5(0,0.7,0)
(-0.495862, -0.745434, 0.445476)1.5(1.,0,0)
(0.384229, 0.560858, -0.733353)1.5(0,0.7,0)
(-0.163302, -0.234015, 0.95842)1.5(1.,0,0)
(-0.153129, -0.0203729, 0.987996)1.5(0,0.7,0)
(-0.536282, 0.121827, -0.8352)1.5(0,0.7,0)
(0.621791, 0.580244, 0.526017)1.5(1.,0,0)
(-0.957681, -0.0198113, 0.287148)1.5(0,0.7,0)
(0.572685, 0.593187, -0.565827)1.5(1.,0,0)
(0.699389, 0.498188, -0.512507)1.5(1.,0,0)
(0.116805, -0.991945, 0.0490087)1.5(1.,0,0)
(0.489053, 0.343846, -0.801622)1.5(0,0.7,0)
(0.485199, 0.111723, 0.867237)1.5(0,0.7,0)
(0.726706, 0.574579, -0.376507)1.5(0,0.7,0)
(-0.22842, -0.0393804, -0.972766)1.5(0,0.7,0)
(0.258961, -0.850573, 0.457673)1.5(0,0.7,0)
(0.499198, -0.546118, -0.672723)1.5(1.,0,0)
(-0.664585, 0.256258, -0.701897)1.5(1.,0,0)
(-0.395602, 0.507848, 0.765238)1.5(0,0.7,0)
(-0.126346, 0.954903, 0.268694)1.5(0,0.7,0)
(-0.479074, -0.0538892, 0.876119)1.5(0,0.7,0)
(-0.61796, -0.586088, -0.524048)1.5(1.,0,0)
(-0.613362, 0.718181, -0.328638)1.5(0,0.7,0)
(-0.22307, 0.554828, -0.801502)1.5(0,0.7,0)
(0.551457, -0.456329, 0.698326)1.5(1.,0,0)
(-0.547566, -0.518673, -0.65662)1.5(1.,0,0)
(-0.468567, 0.599349, 0.649019)1.5(1.,0,0)
(0.731207, 0.650279, 0.206092)1.5(1.,0,0)
(-0.71064, -0.505339, -0.489514)1.5(1.,0,0)
(-0.411658, -0.14495, -0.899737)1.5(0,0.7,0)
(0.948694, 0.2959, 0.111454)1.5(0,0.7,0)
(0.871414, 0.0478359, 0.48821)1.5(0,0.7,0)
(0.642173, 0.603591, 0.472538)1.5(1.,0,0)
(0.671923, -0.697842, -0.248065)1.5(1.,0,0)
(-0.350163, -0.534326, 0.769338)1.5(0,0.7,0)
(0.423869, 0.379682, -0.8223)1.5(1.,0,0)
(0.347224, 0.748623, 0.564801)1.5(0,0.7,0)
(0.590783, -0.696977, 0.406445)1.5(0,0.7,0)
(-0.272199, 0.326459, 0.905169)1.5(1.,0,0)
(0.583812, -0.700908, 0.409745)1.5(0,0.7,0)
(-0.0905691, -0.872204, -0.480684)1.5(0,0.7,0)
(-0.148812, -0.626803, 0.764836)1.5(0,0.7,0)
(0.00468187, -0.710759, 0.70342)1.5(1.,0,0)
(0.595333, -0.4196, -0.685211)1.5(1.,0,0)
(0.698798, -0.700293, 0.145847)1.5(1.,0,0)
(0.617562, 0.709525, -0.339399)1.5(1.,0,0)
(0.0631641, 0.798007, 0.599329)1.5(0,0.7,0)
(0.333843, -0.618884, 0.711007)1.5(1.,0,0)
(-0.257605, -0.265896, -0.928945)1.5(1.,0,0)
(0.153843, -0.256328, -0.954269)1.5(0,0.7,0)
(-0.331458, 0.755452, -0.56518)1.5(0,0.7,0)
(0.651592, -0.555006, 0.517104)1.5(1.,0,0)
(0.811999, -0.11219, -0.572775)1.5(0,0.7,0)
(0.699098, 0.311669, 0.643525)1.5(1.,0,0)
(-0.125132, -0.792537, 0.596848)1.5(0,0.7,0)
(-0.755973, -0.487924, -0.436388)1.5(1.,0,0)
(0.365299, 0.123567, 0.922653)1.5(0,0.7,0)
(0.338154, 0.908979, -0.243739)1.5(1.,0,0)
(0.589833, 0.443626, -0.674754)1.5(1.,0,0)
(0.0240121, -0.697327, -0.716351)1.5(1.,0,0)
(0.495673, -0.331616, 0.802708)1.5(0,0.7,0)
(-0.0719285, 0.510654, -0.856772)1.5(0,0.7,0)
(0.248917, -0.904342, 0.346708)1.5(1.,0,0)
(0.915326, 0.000863487, 0.402713)1.5(0,0.7,0)
(-0.55139, 0.75938, 0.345414)1.5(0,0.7,0)
(0.226746, -0.55133, 0.802883)1.5(0,0.7,0)
(-0.13681, 0.850186, -0.508397)1.5(0,0.7,0)
(-0.966644, -0.0466962, 0.251831)1.5(0,0.7,0)
(-0.193821, -0.234684, -0.952553)1.5(1.,0,0)
(-0.470628, 0.215845, 0.855523)1.5(0,0.7,0)
(-0.149978, 0.954228, -0.258759)1.5(0,0.7,0)
(0.0485271, -0.717669, 0.694691)1.5(1.,0,0)
(0.867701, -0.148683, 0.47433)1.5(0,0.7,0)
(-0.852663, 0.522409, -0.00739956)1.5(0,0.7,0)
(0.124068, -0.959362, -0.25344)1.5(0,0.7,0)
(-0.426498, 0.698706, 0.574377)1.5(0,0.7,0)
(0.958836, 0.224805, 0.173483)1.5(1.,0,0)
(-0.891055, -0.195597, -0.409589)1.5(0,0.7,0)
(-0.00252121, -0.746088, 0.665843)1.5(1.,0,0)
(-0.354437, 0.509785, 0.783896)1.5(0,0.7,0)
(0.238858, -0.766531, -0.596135)1.5(0,0.7,0)
(0.133664, 0.824258, -0.550211)1.5(0,0.7,0)
(-0.418285, 0.478384, 0.772131)1.5(1.,0,0)
(-0.650671, -0.748366, -0.128746)1.5(1.,0,0)
(0.633273, 0.120584, -0.764477)1.5(0,0.7,0)
(0.73521, -0.654338, 0.176944)1.5(1.,0,0)
(-0.432769, -0.587847, -0.683481)1.5(1.,0,0)
(-0.504263, -0.00959982, 0.863497)1.5(0,0.7,0)
(-0.707167, -0.659571, -0.254716)1.5(1.,0,0)
(-0.996606, 0.0703527, -0.0427364)1.5(1.,0,0)
(-0.197005, 0.953772, 0.226955)1.5(1.,0,0)
(-0.898935, -0.104868, -0.425346)1.5(0,0.7,0)
(0.80008, 0.0857238, 0.593737)1.5(0,0.7,0)
(0.682123, 0.69888, 0.215119)1.5(1.,0,0)
(0.614303, -0.301997, 0.728992)1.5(0,0.7,0)
(-0.424948, 0.811758, 0.400584)1.5(1.,0,0)
(-0.803146, 0.592905, -0.0584842)1.5(0,0.7,0)
(-0.441368, -0.644606, -0.624241)1.5(1.,0,0)
(-0.0877108, 0.702841, -0.705919)1.5(1.,0,0)
(-0.749457, -0.443352, 0.491684)1.5(1.,0,0)
(0.678875, 0.638792, 0.362041)1.5(1.,0,0)
(-0.369059, 0.516078, 0.772955)1.5(0,0.7,0)
(0.799119, -0.601166, -0.00288696)1.5(0,0.7,0)
(-0.602096, -0.535566, -0.592157)1.5(1.,0,0)
(-0.524429, 0.785336, -0.328972)1.5(0,0.7,0)
(-0.646931, -0.409078, -0.643533)1.5(1.,0,0)
(0.392878, -0.585975, -0.708717)1.5(0,0.7,0)
(0.0756634, -0.416802, 0.905843)1.5(0,0.7,0)
(-0.531629, 0.623075, -0.573714)1.5(1.,0,0)
(-0.722732, -0.489076, 0.488326)1.5(1.,0,0)
(-0.829844, 0.233932, -0.506591)1.5(0,0.7,0)
(0.0979398, 0.404446, 0.909302)1.5(0,0.7,0)
(0.587926, 0.605266, -0.536652)1.5(1.,0,0)
(-0.750019, 0.125383, 0.649423)1.5(0,0.7,0)
(0.571827, -0.618642, 0.538791)1.5(1.,0,0)
(0.935376, -0.324099, 0.141531)1.5(0,0.7,0)
(0.608833, -0.173698, -0.774049)1.5(0,0.7,0)
(0.644401, 0.691263, 0.326959)1.5(1.,0,0)
(0.214007, -0.513816, -0.830779)1.5(0,0.7,0)
(-0.948098, 0.31549, -0.0397056)1.5(0,0.7,0)
(-0.471033, -0.879318, -0.0702004)1.5(0,0.7,0)
(0.371238, 0.867443, 0.331246)1.5(1.,0,0)
(0.878199, -0.477657, 0.0246868)1.5(0,0.7,0)
(-0.5527, 0.832738, -0.0327221)1.5(0,0.7,0)
(-0.907947, 0.196151, 0.370348)1.5(0,0.7,0)
(-0.409717, -0.380574, -0.829033)1.5(1.,0,0)
(-0.382071, -0.51116, 0.769894)1.5(0,0.7,0)
(0.574042, 0.735287, 0.360316)1.5(0,0.7,0)
(0.468305, -0.576702, 0.669406)1.5(1.,0,0)
(-0.718188, 0.365648, 0.592037)1.5(0,0.7,0)
(-0.328269, -0.944024, -0.0325329)1.5(0,0.7,0)
(-0.800846, 0.56517, 0.198063)1.5(0,0.7,0)
(0.309462, 0.793615, 0.52384)1.5(0,0.7,0)
(0.754206, 0.380775, 0.534961)1.5(0,0.7,0)
(0.45954, 0.650585, -0.604618)1.5(1.,0,0)
(-0.135874, 0.508831, -0.850076)1.5(0,0.7,0)
(-0.133395, -0.990969, 0.0136401)1.5(0,0.7,0)
(-0.41798, -0.782085, -0.462208)1.5(1.,0,0)
